,Business License,Business Name,Inspection Score,Violation Date,Violation,Inspector Comments,Address,City,State,Zip Code,Location
491,13FOOD-0014,7-Eleven #33961B,96.0,07/25/2018,(5) FOOD PROTECTION: Thermometers provided and conspicuous,There is no thermometer in the front cooler. Place a thermometer in each cooler.,817 DAVIS ST,Evanston,IL,60201,"817 DAVIS ST
Evanston, IL 60201
(42.046992, -87.68298)"
667,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,05/10/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Cooked rice and bread was found stored in a grocery bag. This is not a food contact surface. Store food in food grade storage containers.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
908,13FOOD-0014,7-Eleven #33961B,96.0,07/25/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There are no paper towels or hand soap at the back hand sink. Supply paper towels and hand soap to each hand sink.,817 DAVIS ST,Evanston,IL,60201,"817 DAVIS ST
Evanston, IL 60201
(42.046992, -87.68298)"
1092,09FOOD-0173,Union Pizzeria,96.0,08/29/2018,(2) FOOD: Original Container; properly labeled.,90 day tags were not being kept on file. Created a storage container for the 90 day tags.,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)"
1095,09FOOD-0060,Prairie Joe's,96.0,04/18/2018,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",The screen door is in disrepair. Replace the screen before the weather warms up.,1921 CENTRAL ST,Evanston,IL,60201,"1921 CENTRAL ST
Evanston, IL 60201
(42.06432, -87.699664)"
936,09FOOD-0337,Steak 'N Shake #470,96.0,12/06/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the dish machine tables are soiled. Routinely clean the floors.The floor drains throughout the kitchen are soiled. Routinely clean the floor drains. The floor under the shelving in the walk in cooler is soiled. Routinely clean the floors. The floor tiles and grout in the wait station are in disrepair. Re grout the area and repair the damaged tiles.,2209 OAKTON ST,Evanston,IL,60202,"2209 OAKTON ST
Evanston, IL 60202
(42.026456, -87.706802)"
473,09FOOD-0337,Steak 'N Shake #470,96.0,08/22/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under most equipment near the baseboard is soiled. Routinely clean all floors. The floor under the shelving in the walk in cooler is soiled. Routinely clean all floors and immediately clean spills.,2209 OAKTON ST,Evanston,IL,60202,"2209 OAKTON ST
Evanston, IL 60202
(42.026456, -87.706802)"
257,14FOOD-0005,Eurest Dining Services,96.0,03/27/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,1.The top of the knife rack in the service area is visibly soiled |  along with the drawers by the dishmachinePlease clean to remove visible food residue.The sides of the fryer |  exterior of the Vulcan oven and stove top and doors and door handles  are visibly soiled with food and grease buildup. Please remove visible food residue where you can see it and feel it.2. In the service area |  please clean the under cabinet areas below the sneeze shields to remove food debris.,1560 SHERMAN AVE,Evanston,IL,60201,"1560 SHERMAN AVE
Evanston, IL 60201
(42.045718, -87.681889)"
855,09FOOD-0337,Steak 'N Shake #470,96.0,03/29/2018,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION. An employee wearing was observed cleaning and handling soiled dishes followed immediately by prepping food. When contamination to hands occurs the hands must be washed and new gloves used prior to handling food. The employee washed their hands and put on new gloves.,2209 OAKTON ST,Evanston,IL,60202,"2209 OAKTON ST
Evanston, IL 60202
(42.026456, -87.706802)"
423,13FOOD-0014,7-Eleven #33961B,96.0,07/25/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Dirty mop water is being stored in the mop bucket. Discard the dirty water when done cleaning.,817 DAVIS ST,Evanston,IL,60201,"817 DAVIS ST
Evanston, IL 60201
(42.046992, -87.68298)"
453,09FOOD-0173,Union Pizzeria,96.0,04/30/2018,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Ice scoop stored in contact with ice in the bar. Store the scoop out of the ice or with the handle sticking up.,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)"
1151,09FOOD-0042,Bill's Drive-In,96.0,10/30/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on cutting boards and tables. Also observed no sanitizer buckets for use with wiping cloths. Please store wiping cloths in sanitizing solution when not in use,120 ASBURY AVE,Evanston,IL,60202,"120 ASBURY AVE
Evanston, IL 60202
(42.020035, -87.69019)"
15,16FOOD-0041,Pizza Hut #32443,96.0,01/05/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Food splatter on wall next to garbage bin. Clean.,1115 EMERSON ST,Evanston,IL,60201,"1115 EMERSON ST
Evanston, IL 60201
(42.052149, -87.687006)"
13,16FOOD-0041,Pizza Hut #32443,96.0,01/05/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Food debris found on dish machine. Clean for pest prevention.,1115 EMERSON ST,Evanston,IL,60201,"1115 EMERSON ST
Evanston, IL 60201
(42.052149, -87.687006)"
747,09FOOD-0173,Union Pizzeria,96.0,12/26/2018,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",To go containers are stored incorrectly. Store the containers inverted to prevent debris from falling in.,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)"
1160,09FOOD-0042,Bill's Drive-In,96.0,10/30/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observed floors especially under three compartment sink to be soiled with possibly oil or grease or some substance. Please assure floors are properly cleaned and sanitized each day and especially after spills.,120 ASBURY AVE,Evanston,IL,60202,"120 ASBURY AVE
Evanston, IL 60202
(42.020035, -87.69019)"
443,14FOOD-0005,Eurest Dining Services,96.0,11/19/2018,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall under the dish machine is soiled. Routinely clean the walls.,1560 SHERMAN AVE,Evanston,IL,60201,"1560 SHERMAN AVE
Evanston, IL 60201
(42.045718, -87.681889)"
838,09FOOD-0054,Peet's Coffee & Tea,96.0,12/04/2018,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. 0ppm chlorine provided for dish washer. This was corrected by priming the machine. The sanitizer was corrected to 100ppm chlorine.,1622 CHICAGO AVE,Evanston,IL,60201,"1622 CHICAGO AVE
Evanston, IL 60201
(42.046841, -87.679374)"
193,09FOOD-0345,Sea Ranch,96.0,02/23/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths were found on prep tables. Cloths should be store in a sanitizer bucket (50-100ppm chlorine) between use.,518 DEMPSTER ST,Evanston,IL,60202,"518 DEMPSTER ST
Evanston, IL 60202
(42.0412, -87.680043)"
805,14FOOD-0005,Eurest Dining Services,96.0,11/19/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The underside of the drain boards of the 2-compartment sink is heavily soiled. Clean as needed to prevent accumulating debris.,1560 SHERMAN AVE,Evanston,IL,60201,"1560 SHERMAN AVE
Evanston, IL 60201
(42.045718, -87.681889)"
432,09FOOD-0173,Union Pizzeria,96.0,04/30/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The baffle filters under the fume hood are soiled. Routinely clean the filters.,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)"
1,13FOOD-0014,7-Eleven #33961B,96.0,01/02/2018,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.Cooked hamburgers at 110 F in the holding unit were discarded because it was discovered they were not cooked to the proper final cooking temp in the Turbo Chef machine.New hamburgers were cooked and the final temp was 168 F,817 DAVIS ST,Evanston,IL,60201,"817 DAVIS ST
Evanston, IL 60201
(42.046992, -87.68298)"
840,09FOOD-0345,Sea Ranch,96.0,06/05/2018,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Middle of display cooler is 45-49F. Have machine serviced. Must maintain 41F or below.,518 DEMPSTER ST,Evanston,IL,60202,"518 DEMPSTER ST
Evanston, IL 60202
(42.0412, -87.680043)"
170,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,Box of meat was sitting in prep cooler. Meat must be thawed in a cooler or under cool |  running water. Corrected during inspection.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
167,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",A soiled |  single-use glove was found on hand wash sink. Discard gloves after use. They cannot be reused.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
166,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION. Hand wash sink next to 3 compartment sink is blocked. This sink must be easily accessible at all times.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
894,09FOOD-0337,Steak 'N Shake #470,96.0,03/29/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The ice chute in the ice machine is soiled. Clean the equipment. The interior of the milk shake cooler is heavily soiled. Clean the cooler. The top of the milk shake cooler is soiled. Clean the cooler. The surface under the flat top grill is heavily soiled. Clean the surface.,2209 OAKTON ST,Evanston,IL,60202,"2209 OAKTON ST
Evanston, IL 60202
(42.026456, -87.706802)"
252,09FOOD-0173,Union Pizzeria,96.0,12/26/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The deli slicer is soiled. Clean and sanitize the deli slicer after each use. The baffle filters of the fume hood are soiled. Clean the baffle filters as needed.,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)"
152,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Spray bottles are not labeled. A label must be provided for all spray bottles and chemicals.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
116,16FOOD-0017,Union Squared Evanston,96.0,02/08/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Clean and sanitizer the inside of the ice machine to remove the pink mold,1307 CHICAGO AVE,Evanston,IL,60201,"1307 CHICAGO AVE
Evanston, IL 60201
(42.04147, -87.680589)"
160,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,(39) VENTILATION: Rooms and equipment; vented as required.,Ventilation hood for grill has heavy buildup. Have hood cleaned.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
727,09FOOD-0337,Steak 'N Shake #470,96.0,03/29/2018,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor behind the ice machine is soiled. Clean the floor. The floor along the baseboard in the walk in cooler is soiled. Clean the floor. The floor under the fryer is heavily soiled. Clean the floor. The floor along the baseboard is soiled under the beverage station. Clean the floor. There are multiple product spills on the floor in the walk in cooler. Immediately clean spills.  There is a ketchup spill on the floor near the walk in cooler. Immediately clean spills.,2209 OAKTON ST,Evanston,IL,60202,"2209 OAKTON ST
Evanston, IL 60202
(42.026456, -87.706802)"
161,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Inside of ice machine is very soiled. Dump ice and have interior cleaned and sanitized.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
729,09FOOD-0060,Prairie Joe's,96.0,12/12/2018,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The slide track for the back produce cooler is soiled. Routinely clean all food contact surfaces.,1921 CENTRAL ST,Evanston,IL,60201,"1921 CENTRAL ST
Evanston, IL 60201
(42.06432, -87.699664)"
162,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1. Boxes of food stored on floor in walk-in cooler. All food must be stored at least 6 inches above the floor. 2. Food containers (salt and flour) stored without a cover. Cover food while in storage.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
243,09FOOD-0173,Union Pizzeria,96.0,08/29/2018,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Fruit fly strips containing dichlorvos are being used. These are not allowed in restaurants. Remove the strip under the ice machine and under the hand sink in the bar.,1245 CHICAGO AVE,Evanston,IL,60202,"1245 CHICAGO AVE
Evanston, IL 60202
(42.040767, -87.680589)"
163,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Multiple shelves are soiled with food debris. Clean.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
164,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Multiple wiping cloths were found on prep tables. Store wiping cloths in a sanitizing solution between use.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
734,16FOOD-0017,Union Squared Evanston,96.0,12/26/2018,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. The back door of the facility was open. Keep the door closed or install a screens door. The door was closed.,1307 CHICAGO AVE,Evanston,IL,60201,"1307 CHICAGO AVE
Evanston, IL 60201
(42.04147, -87.680589)"
165,14FOOD-0017,El Pueblito Mexican Grill 2,96.0,02/20/2018,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",1. Paper towels missing from 2 hand wash sinks. Provide immediately. Corrected during inspection. 2. Hand wash sink next to 3 compartment sink is soiled with food. Clean. This sink should only be used for hand washing. Do not conduct food preparation in hand wash sink.,1805 HOWARD ST,Evanston,IL,60202,"1805 HOWARD ST
Evanston, IL 60202
(42.019385, -87.698301)"
